Data Source in SDW: https://sdw.ecb.europa.eu/browse.do?node=9691297
,EXR.D.ARS.EUR.SP00.A,EXR.D.DZD.EUR.SP00.A,EXR.D.MAD.EUR.SP00.A,EXR.D.TWD.EUR.SP00.A
2003-07-03,3.20223,89.2099,10.8515,39.473
2003-07-02,3.22403,89.8634,10.8738,39.835
2003-07-01,3.21473,89.9777,10.8747,39.928
2003-06-30,3.20555,89.5707,10.8513,39.555
2003-06-27,3.20079,89.5535,10.8604,39.513
2003-06-26,3.17266,90.8866,10.8456,39.524
2003-06-25,3.20540,90.8371,10.8735,39.915
2003-06-24,3.22085,43.9470,10.8740,39.986
2003-06-23,3.23669,43.8482,10.8876,39.896
2003-06-20,3.26951,44.2928,10.8890,40.318
2003-06-19,3.25729,44.2852,10.8872,40.346
2003-06-18,3.28157,44.4562,10.8929,40.411
2003-06-17,3.32001,44.8172,10.9106,40.711
2003-06-16,3.33634,93.1093,10.9326,41.006
2003-06-13,3.33113,92.3080,10.9017,40.704
2003-06-12,3.32659,92.1823,10.9180,40.675
2003-06-11,3.29616,92.3159,10.9117,40.721
2003-06-10,3.28157,91.9073,10.8918,40.568
2003-06-09,3.31316,92.1352,10.8998,40.652
2003-06-06,3.33850,93.5312,10.9105,40.799
2003-06-05,3.33850,93.5312,10.9105,40.799
2003-06-04,3.31440,91.9146,10.9176,40.543
2003-06-03,3.33605,93.1410,10.9064,40.666
2003-06-02,3.34403,91.8236,10.8876,40.527
2003-05-30,3.40026,93.0430,10.9261,41.055
2003-05-29,3.38244,92.5553,10.9099,40.902
2003-05-28,3.37468,92.3428,10.9011,40.763
2003-05-27,3.42096,93.6451,10.9459,41.299
2003-05-26,3.41957,93.8936,10.9355,40.998
2003-05-23,3.42645,93.7585,10.9092,40.934
2003-05-22,3.34606,93.1623,10.9041,40.673
2003-05-21,3.34890,92.8983,10.9005,40.497
2003-05-20,3.37094,92.5349,10.9098,40.388
2003-05-19,3.41986,92.6043,10.9185,40.333
2003-05-16,3.28068,91.3592,10.8667,39.898
2003-05-15,3.20251,91.0968,10.8538,39.712
2003-05-14,3.19097,90.4741,10.8723,39.892
2003-05-13,3.18639,90.6708,-,40.014
2003-05-12,3.21817,92.2483,10.8815,40.259
2003-05-09,3.17035,90.2260,10.8572,39.873
2003-05-08,3.20752,90.9256,10.8566,39.709
2003-05-07,3.20527,90.8732,10.8614,39.642
2003-05-06,3.18339,90.3494,10.8360,39.425
2003-05-05,3.13543,89.3121,10.8085,39.039
2003-05-02,3.17502,89.3873,10.8262,39.058
2003-05-01,-,-,-,-
2003-04-30,3.17790,87.6789,10.8091,38.784
2003-04-29,3.13889,87.2536,10.7435,38.273
2003-04-28,3.15866,87.8252,10.7726,38.507
2003-04-25,3.16715,87.5166,10.7716,38.363
2003-04-24,3.15379,87.7338,10.7654,38.363
2003-04-23,3.13546,87.1635,10.7491,38.093
2003-04-22,3.17610,87.3785,10.7450,38.246
2003-04-21,-,-,-,-
2003-04-18,-,-,-,-
2003-04-17,3.20619,87.1080,10.7541,37.991
2003-04-16,3.20204,86.3304,10.7466,37.704
2003-04-15,3.17589,86.0132,10.7370,37.538
2003-04-14,3.10836,85.6598,10.7145,37.368
2003-04-11,3.10981,85.6675,10.7104,37.372
2003-04-10,3.16046,86.2023,10.7432,37.555
2003-04-09,3.14321,85.7155,10.7287,37.398
2003-04-08,3.10739,85.0615,10.7142,37.099
2003-04-07,3.08465,84.4497,10.6924,36.881
2003-04-04,3.13736,85.5613,10.7292,37.349
2003-04-03,3.13034,85.3431,10.7298,37.214
2003-04-02,3.23276,86.3205,10.7463,37.684
2003-04-01,3.25096,86.7795,10.7613,37.863
2003-03-31,3.25216,86.7884,10.7598,37.859
2003-03-28,3.10097,85.5342,10.6989,37.331
2003-03-27,3.10431,85.5213,10.7112,37.303
2003-03-26,3.15210,85.0640,10.7146,37.112
2003-03-25,3.18977,85.1669,10.7138,37.129
2003-03-24,3.22742,83.9023,10.6874,36.995
2003-03-21,3.23158,84.3754,10.6658,36.802
2003-03-20,3.21953,84.6041,10.6965,36.892
2003-03-19,3.25028,84.3222,10.6602,36.755
2003-03-18,3.29816,84.4552,10.6927,36.773
2003-03-17,3.38611,86.1218,10.7411,37.482
2003-03-14,3.37796,85.8498,10.7338,37.388
2003-03-13,3.40586,86.5698,10.7519,37.736
2003-03-12,3.48060,87.8258,10.7832,38.333
2003-03-11,3.49574,88.2688,10.7993,38.345
2003-03-10,3.50031,87.9109,10.7891,38.198
2003-03-07,3.52144,87.8649,10.7804,38.249
2003-03-06,3.50268,87.2929,10.7720,37.991
2003-03-05,3.50364,87.3277,10.7599,37.944
2003-03-04,3.51046,86.9971,10.7367,37.831
2003-03-03,3.45060,86.1354,10.7368,37.547
2003-02-28,3.45659,85.9726,10.7095,37.470
2003-02-27,3.43567,86.1947,10.7234,37.607
2003-02-26,3.39795,85.6745,10.7089,37.398
2003-02-25,3.41884,84.9057,10.7118,37.407
2003-02-24,3.42536,85.5268,10.6985,37.285
2003-02-21,3.49558,86.3868,10.7463,37.665
2003-02-20,3.45998,85.7247,10.7050,37.463
2003-02-19,3.42440,85.4332,10.6954,37.300
2003-02-18,3.36955,85.4709,10.7044,37.277
2003-02-17,3.40233,85.4065,10.7224,37.330
2003-02-14,3.41343,86.0487,10.7189,37.619
2003-02-13,3.36188,85.8219,10.7214,37.456
2003-02-12,3.34271,85.5422,10.6969,37.373
2003-02-11,3.37774,85.4499,10.7209,37.301
2003-02-10,3.43154,86.0749,10.7419,37.589
2003-02-07,3.42551,85.9398,10.7362,37.505
2003-02-06,3.43313,86.1904,10.7389,37.563
2003-02-05,3.46393,86.8982,10.7711,37.844
2003-02-04,3.46845,85.2990,10.7454,37.555
2003-02-03,3.46010,84.5867,10.7242,37.229
2003-01-31,3.54224,86.1440,10.7413,37.544
2003-01-30,3.56296,85.6669,10.7271,37.296
2003-01-29,3.62448,85.6373,10.7364,37.652
2003-01-28,3.60447,86.0642,10.7372,37.470
2003-01-27,3.52732,86.5514,10.7366,37.562
2003-01-24,3.40488,85.9637,10.7199,37.289
2003-01-23,3.38308,84.8138,10.7322,37.283
2003-01-22,3.32328,85.3190,10.6922,37.076
2003-01-21,3.39298,84.8991,10.6860,36.943
2003-01-20,3.46755,84.9204,10.6807,36.723
2003-01-17,3.48853,84.9177,10.6872,36.705
2003-01-16,3.45013,84.3088,10.6654,36.400
2003-01-15,3.45779,83.9501,10.6528,36.304
2003-01-14,3.52743,83.4381,10.6758,36.525
2003-01-13,3.56029,83.2109,10.6671,36.420
2003-01-10,3.51325,82.8486,10.6616,36.326
2003-01-09,3.48307,83.9036,10.6509,36.314
2003-01-08,3.39945,82.8947,10.6379,35.943
2003-01-07,3.46698,83.1136,10.6559,36.078
2003-01-06,3.50824,82.7364,10.6702,36.324
2003-01-03,3.49691,82.0229,10.6216,36.181
2003-01-02,3.51508,82.4233,10.6298,36.377
2003-01-01,-,-,-,-
2002-12-31,3.53936,83.5866,10.6547,36.448
2002-12-30,3.56014,83.1446,10.6313,36.314
2002-12-27,3.54340,82.7590,10.6193,36.198
2002-12-26,-,-,-,-
2002-12-25,-,-,-,-
2002-12-24,3.57647,81.2577,10.6069,35.877
2002-12-23,3.60559,81.2128,10.6155,35.808
2002-12-20,3.59065,80.9975,10.6181,35.763
2002-12-19,3.63257,81.1257,10.5985,35.836
2002-12-18,3.65056,80.8547,10.5881,35.744
2002-12-17,3.66414,82.3220,10.6306,35.860
2002-12-16,3.63037,81.6245,10.6087,35.538
2002-12-13,3.60290,81.6505,10.6099,35.608
2002-12-12,3.57999,80.2445,10.5689,35.367
2002-12-11,3.57123,79.6145,10.5494,35.121
2002-12-10,3.60457,79.8902,10.5675,35.250
2002-12-09,3.61834,80.5977,10.5855,35.131
2002-12-06,3.57715,79.0835,10.5401,34.911
2002-12-05,3.56464,79.8370,10.5429,34.971
2002-12-04,3.58144,80.0588,10.5628,34.950
2002-12-03,3.60307,79.6862,10.5245,34.771
2002-12-02,3.61004,79.0851,10.5275,34.414
2002-11-29,3.56876,78.5004,10.5148,34.559
2002-11-28,3.50315,78.5876,10.5186,34.593
2002-11-27,3.50990,78.5220,10.5461,34.567
2002-11-26,3.51310,78.3613,10.5115,34.455
2002-11-25,3.52301,78.3429,10.5196,34.474
2002-11-22,3.56353,80.0918,10.5597,34.851
2002-11-21,3.55705,80.1466,10.5793,34.875
2002-11-20,3.55174,79.1854,10.5384,34.921
2002-11-19,3.59944,79.9877,10.5813,35.208
2002-11-18,3.60830,80.4596,10.5454,34.993
2002-11-15,3.59540,79.2588,10.5249,34.820
2002-11-14,3.57903,80.5206,10.5550,35.068
2002-11-13,3.57917,79.5493,10.5460,34.848
2002-11-12,3.59388,79.6405,10.5805,34.841
2002-11-11,3.60992,79.9892,10.5866,34.857
2002-11-08,3.59304,79.8580,10.5646,34.845
2002-11-07,3.56963,80.0339,10.5657,34.628
2002-11-06,3.54896,78.7226,10.5220,34.529
2002-11-05,3.58358,79.2492,10.5496,34.692
2002-11-04,3.52515,78.6286,10.5590,34.492
2002-11-01,3.51584,79.5925,10.5270,34.677
2002-10-31,3.49679,78.0145,10.5298,34.285
2002-10-30,3.52226,77.7231,10.4881,34.211
2002-10-29,3.54011,78.6778,10.4973,34.172
2002-10-28,3.53256,77.1190,10.4827,34.006
2002-10-25,3.53909,77.2625,10.5016,33.957
2002-10-24,3.53003,77.0759,10.4702,33.897
2002-10-23,3.55321,77.3574,10.4817,33.977
2002-10-22,3.55067,78.0317,10.5030,34.113
2002-10-21,3.54340,77.1369,10.4750,34.030
2002-10-18,3.50947,77.0462,10.4653,34.010
2002-10-17,3.53981,77.2718,10.4743,34.022
2002-10-16,3.61978,77.7130,10.4896,34.354
2002-10-15,3.65423,77.5985,10.4915,34.469
2002-10-14,3.67769,78.0969,10.5051,34.708
2002-10-11,3.66188,77.9762,10.5058,34.668
2002-10-10,3.68831,78.1183,10.5023,34.666
2002-10-09,3.67534,78.4531,10.5009,34.469
2002-10-08,3.67990,77.5250,10.4900,34.406
2002-10-07,3.68290,78.3512,10.4930,34.366
2002-10-04,3.72404,78.8855,10.4973,34.518
2002-10-03,3.72359,79.0359,10.5098,34.615
2002-10-02,3.68321,78.5177,10.4898,34.411
2002-10-01,3.69294,77.9844,10.4986,34.426
2002-09-30,3.70243,78.8159,10.4986,34.433
2002-09-27,3.62312,77.3771,10.4779,34.148
2002-09-26,3.62942,77.5109,10.4870,34.261
2002-09-25,3.59803,77.2469,10.4655,34.076
2002-09-24,3.60665,77.6535,10.4890,34.181
2002-09-23,3.61289,77.7584,10.4901,34.227
2002-09-20,3.60272,77.4578,10.4823,34.043
2002-09-19,3.57720,77.6416,10.4954,33.932
2002-09-18,3.54476,76.0172,10.4676,33.752
2002-09-17,3.52671,77.0328,10.4471,33.588
2002-09-16,3.54882,77.2849,10.4548,33.662
2002-09-13,3.58556,77.6335,10.4819,33.778
2002-09-12,3.53691,77.8706,10.4737,33.572
2002-09-11,3.54376,77.1565,10.4841,33.519
2002-09-10,3.55752,77.2445,10.4761,33.487
2002-09-09,3.55033,77.5011,10.4898,33.531
2002-09-06,3.59636,78.4765,10.5116,33.855
2002-09-05,3.64586,78.8977,10.5258,34.026
2002-09-04,3.60579,78.6997,10.5191,34.057
2002-09-03,3.58247,78.4250,10.5224,34.021
2002-09-02,3.56993,77.7273,10.5109,33.715
2002-08-30,3.56446,77.7985,10.4931,33.669
2002-08-29,3.55824,77.8836,10.5199,33.653
2002-08-28,3.56193,78.3034,10.4974,33.629
2002-08-27,3.55285,77.3725,10.4782,33.473
2002-08-26,3.50691,76.8178,10.4609,33.196
2002-08-23,3.46668,76.7980,10.4689,33.098
2002-08-22,3.51232,77.3408,10.4769,33.258
2002-08-21,3.53258,77.3504,10.4834,33.222
2002-08-20,3.55939,78.4415,10.4825,33.237
2002-08-19,3.56194,78.4574,10.4832,33.295
2002-08-16,3.56229,78.3802,10.4895,33.301
2002-08-15,3.54072,78.3396,10.4808,33.102
2002-08-14,3.55032,78.9836,10.4999,33.268
2002-08-13,3.54234,78.1176,10.4955,33.179
2002-08-12,3.54036,78.2699,10.4871,33.147
2002-08-09,3.52154,77.8406,10.4771,32.983
2002-08-08,3.51154,77.5184,10.4661,32.914
2002-08-07,3.51068,77.6064,10.4828,32.855
2002-08-06,3.50778,77.3359,10.4552,32.964
2002-08-05,3.58030,78.5257,10.4899,33.302
2002-08-02,3.59377,78.9597,10.5108,33.292
2002-08-01,3.62886,78.0281,10.4864,32.828
2002-07-31,3.58058,77.5988,10.4772,33.019
2002-07-30,3.59961,78.9160,10.4886,33.250
2002-07-29,3.60761,79.0086,10.4921,33.314
2002-07-26,3.65292,79.3384,10.5359,33.699
2002-07-25,3.65365,79.2392,10.5446,33.440
2002-07-24,3.63917,79.1049,10.5126,33.153
2002-07-23,3.58561,79.0320,10.5093,32.979
2002-07-22,3.64105,80.4258,10.5544,33.317
2002-07-19,3.65256,80.8687,10.5673,33.509
2002-07-18,3.59071,80.1572,10.5466,33.230
2002-07-17,3.61298,80.2252,10.5444,33.208
2002-07-16,3.66597,80.6514,10.5679,33.494
2002-07-15,3.62869,79.9464,10.5535,33.270
2002-07-12,3.56415,78.7322,10.5082,32.877
2002-07-11,3.52308,78.5755,10.4926,32.746
2002-07-10,3.54348,79.0603,10.5317,32.875
2002-07-09,3.55494,79.1967,10.5369,33.141
2002-07-08,3.56684,78.3967,10.4900,32.937
2002-07-05,3.49128,77.5763,10.4575,32.691
2002-07-04,3.55377,78.0214,10.4848,32.849
2002-07-03,3.60956,78.0555,10.4781,32.866
2002-07-02,3.75621,78.6035,10.4904,33.020
2002-07-01,3.87598,79.0512,10.5194,33.236
2002-06-28,3.85035,79.5107,10.5565,33.470
2002-06-27,3.83370,78.4434,10.4897,33.018
2002-06-26,3.88746,79.0682,10.5240,33.324
2002-06-25,3.70998,77.6837,10.4842,32.741
2002-06-24,3.66109,78.0085,10.4868,32.967
2002-06-21,3.52678,76.9916,10.4517,32.633
2002-06-20,3.48226,76.5905,10.4322,32.637
2002-06-19,3.41328,75.7258,10.4346,32.598
2002-06-18,3.42445,75.1306,10.4041,32.359
2002-06-17,3.40206,74.6404,10.3954,32.138
2002-06-14,3.35521,75.0668,10.4105,32.329
2002-06-13,3.31478,74.6005,10.3907,32.115
2002-06-12,3.33832,75.6706,10.3975,32.260
2002-06-11,3.33503,74.6316,10.3964,32.134
2002-06-10,3.49983,74.9503,10.3979,32.315
2002-06-07,3.48779,75.4695,10.3954,32.284
2002-06-06,3.43528,74.9707,10.3873,32.080
2002-06-05,3.42042,74.2426,10.3741,31.959
2002-06-04,3.43434,74.7320,10.4024,32.180
2002-06-03,3.36199,73.7835,10.3581,31.795
2002-05-31,3.41687,74.3477,10.3947,32.030
2002-05-30,3.38438,74.2526,10.3802,31.960
2002-05-29,3.28996,74.4215,10.3548,31.905
2002-05-28,3.26702,73.3228,10.3439,31.743
2002-05-27,3.27164,72.8245,10.3263,31.586
2002-05-24,3.19742,73.3349,10.3353,31.630
2002-05-23,3.23552,73.0299,10.3340,31.691
2002-05-22,3.23174,74.0313,10.3444,31.845
2002-05-21,3.27416,73.5950,10.3436,31.693
2002-05-20,3.13788,72.9354,10.3453,31.610
2002-05-17,2.99270,73.1075,10.3265,31.518
2002-05-16,2.97442,72.9075,10.3139,31.522
2002-05-15,2.96636,71.6309,10.2930,31.211
2002-05-14,2.98173,72.4546,10.3034,31.334
2002-05-13,3.00894,72.9664,10.3127,31.500
2002-05-10,2.92688,72.9226,10.3157,31.513
2002-05-09,2.93576,72.4657,10.3010,31.362
2002-05-08,2.92569,72.8672,10.3056,31.409
2002-05-07,2.92000,73.0171,10.3100,31.552
2002-05-06,2.91694,73.1403,10.3278,31.599
2002-05-03,2.84752,72.6837,10.2954,31.403
2002-05-02,2.72766,71.6424,10.2819,31.288
2002-05-01,-,-,-,-
2002-04-30,2.64835,72.1103,10.2758,31.278
2002-04-29,2.88668,71.6715,10.2737,31.370
2002-04-26,2.86623,71.1896,10.2657,31.192
2002-04-25,2.86560,71.1736,10.2698,31.205
2002-04-24,2.84099,71.3138,10.2434,30.946
2002-04-23,2.83460,71.0226,10.2467,30.881
2002-04-22,2.83780,70.5061,10.2361,30.937
2002-04-19,2.78576,71.2886,10.2473,30.989
2002-04-18,2.56262,71.3322,10.2452,31.087
2002-04-17,2.49528,71.8220,10.2396,31.039
2002-04-16,2.58808,70.6395,10.2165,30.786
2002-04-15,2.60979,69.8833,10.2211,30.782
2002-04-12,2.49125,71.2430,10.2215,30.806
2002-04-11,2.45325,69.8126,10.2176,30.767
2002-04-10,2.45408,70.3858,10.2149,30.772
2002-04-09,2.43173,70.9472,10.2058,30.668
2002-04-08,2.45840,70.4549,10.2111,30.701
2002-04-05,2.48729,70.5421,10.2138,30.757
2002-04-04,2.60572,69.9931,10.2205,30.856
2002-04-03,2.56607,70.4376,10.2115,30.813
2002-04-02,2.65777,70.3306,10.2225,30.745
2002-04-01,-,-,-,-
2002-03-29,-,-,-,-
2002-03-28,2.63901,69.2803,10.1940,30.532
2002-03-27,2.68940,69.4443,10.2006,30.628
2002-03-26,3.05795,70.1026,10.2014,30.613
2002-03-25,2.67150,70.2945,10.2073,30.706
2002-03-22,2.23393,69.7830,10.2134,30.814
2002-03-21,2.23070,70.7175,10.2176,30.891
2002-03-20,2.15943,70.5831,10.2234,30.890
2002-03-19,2.14545,70.5541,10.2287,30.948
2002-03-18,2.14525,68.8836,10.2214,30.794
2002-03-15,2.16899,69.2678,10.2347,30.995
2002-03-14,2.12152,68.8911,10.2214,30.806
2002-03-13,2.11363,68.7104,10.2007,30.546
2002-03-12,2.01732,68.7525,10.2032,30.516
2002-03-11,1.97110,68.7595,10.1972,30.542
2002-03-08,1.94414,68.9420,10.2207,30.724
2002-03-07,1.86673,68.6836,10.2118,30.636
2002-03-06,1.83865,68.6031,10.1982,30.512
2002-03-05,1.83190,68.4789,10.1859,30.434
2002-03-04,1.88981,68.5117,10.1812,30.313
2002-03-01,1.89202,68.5104,10.1845,30.464
2002-02-28,1.90755,68.1605,10.1659,30.373
2002-02-27,1.86386,69.3375,10.1739,30.377
2002-02-26,1.86229,68.4336,10.1820,30.466
2002-02-25,1.82768,69.7164,10.1936,30.624
2002-02-22,1.78713,69.6900,10.1992,30.672
2002-02-21,1.90117,68.0767,10.1884,30.537
2002-02-20,1.84040,69.0634,10.2030,30.680
2002-02-19,1.79490,67.8096,10.1803,30.500
2002-02-18,1.79093,68.9011,10.2007,30.566
2002-02-15,1.71924,68.4879,10.1893,30.583
2002-02-14,1.70817,68.4761,10.1861,30.494
2002-02-13,1.71564,67.7401,10.2041,30.634
2002-02-12,1.76373,67.8249,10.2161,30.716
2002-02-11,-,68.2844,10.2307,30.851
2002-02-08,-,67.9667,10.2242,30.671
2002-02-07,-,68.3871,10.1940,30.360
2002-02-06,-,68.3971,10.1892,30.344
2002-02-05,-,68.4455,10.1958,30.375
2002-02-04,-,67.6952,10.1837,30.235
2002-02-01,-,68.3073,10.1657,30.207
2002-01-31,-,67.6508,10.1861,30.205
2002-01-30,-,68.3435,10.1827,30.235
2002-01-29,-,68.2807,10.1605,30.167
2002-01-28,-,68.1762,10.1670,30.046
2002-01-25,-,67.2174,10.1763,30.375
2002-01-24,-,67.9179,10.2035,30.757
2002-01-23,-,68.1482,10.2413,31.070
2002-01-22,-,68.0611,10.2286,30.966
2002-01-21,-,69.1844,10.2379,30.944
2002-01-18,-,68.0777,10.2293,30.858
2002-01-17,-,68.1473,10.2230,30.859
2002-01-16,-,68.1112,10.2219,30.869
2002-01-15,-,68.3881,10.2498,31.217
2002-01-14,-,68.3055,10.2709,31.257
2002-01-11,-,69.5780,10.2481,31.288
2002-01-10,-,68.2599,10.2541,31.205
2002-01-09,0.89130,68.4085,10.2517,31.288
2002-01-08,0.89070,68.3934,10.2518,31.235
2002-01-07,0.88970,68.3841,10.2464,31.108
2002-01-04,0.89459,68.3665,10.2590,31.342
2002-01-03,0.90279,68.6320,10.2976,31.640
2002-01-02,0.90349,68.8890,10.2874,31.700
2002-01-01,-,-,-,-
2001-12-31,-,-,-,-
2001-12-28,0.88001,68.0060,10.2185,30.895
2001-12-27,0.88151,68.1476,10.2396,30.985
2001-12-26,-,-,-,-
2001-12-25,-,-,-,-
2001-12-24,0.87901,68.0457,10.2130,30.779
2001-12-21,0.89290,68.3350,10.2523,31.241
2001-12-20,0.89749,68.5776,10.2697,31.224
2001-12-19,-,68.6241,10.2783,31.198
2001-12-18,0.90120,69.3331,10.2764,31.284
2001-12-17,0.90490,70.0721,10.2841,31.292
2001-12-14,0.90079,69.1787,10.2976,31.117
2001-12-13,0.89669,68.8645,10.2666,30.934
2001-12-12,0.89300,69.3913,10.2570,30.792
2001-12-11,0.89000,69.1582,10.2548,30.685
2001-12-10,0.88450,68.6134,10.2274,30.518
2001-12-07,0.89030,69.0631,10.2575,30.696
2001-12-06,0.88810,68.8258,10.2392,30.633
2001-12-05,-,68.2493,10.2484,30.723
2001-12-04,0.90128,68.9263,10.2442,30.687
2001-12-03,0.88992,68.3336,10.2543,30.771
2001-11-30,0.88762,68.4536,10.2460,30.674
2001-11-29,0.88728,68.3021,10.2486,30.625
2001-11-28,0.88208,68.2295,10.2259,30.417
2001-11-27,0.87783,68.6946,10.2085,30.283
2001-11-26,0.87938,68.1289,10.2186,30.397
2001-11-23,0.87840,67.9820,10.2142,30.323
2001-11-22,0.87529,67.8430,10.2071,30.270
2001-11-21,0.87813,68.7485,10.2123,30.307
2001-11-20,0.88178,68.9095,10.2204,30.431
2001-11-19,0.87675,67.7937,10.2133,30.313
2001-11-16,0.88388,68.1946,10.2349,30.511
2001-11-15,0.88162,68.9226,10.2236,30.435
2001-11-14,0.87973,68.0695,10.2182,30.367
2001-11-13,0.88363,68.8351,10.2466,30.490
2001-11-12,0.88940,68.8334,10.2484,30.773
2001-11-09,0.89255,68.6056,10.2534,30.803
2001-11-08,0.89671,68.1144,10.2684,30.920
2001-11-07,0.89982,68.4332,10.2860,31.118
2001-11-06,0.89453,68.8439,10.2715,30.930
2001-11-05,0.89274,68.0311,10.2636,30.928
2001-11-02,0.90370,69.5739,10.2922,31.270
2001-11-01,0.90911,69.8885,10.3269,31.404
2001-10-31,0.90388,68.6460,10.2867,31.210
2001-10-30,0.90625,69.7033,10.2923,31.285
2001-10-29,0.90009,69.4998,10.2827,31.077
2001-10-26,0.89094,68.3011,10.2395,30.781
2001-10-25,0.88880,69.0391,10.2431,30.713
2001-10-24,0.89163,68.3159,10.2442,30.804
2001-10-23,0.88870,68.3844,10.2310,30.707
2001-10-22,0.89710,69.3413,10.2727,31.007
2001-10-19,0.90066,68.6851,10.2660,31.112
2001-10-18,0.90242,69.5209,10.2856,31.178
2001-10-17,0.90197,68.6033,10.2675,31.166
2001-10-16,0.90488,68.7530,10.2781,31.279
2001-10-15,0.90856,69.6095,10.3078,31.429
2001-10-12,0.90350,68.8494,10.2947,31.237
2001-10-11,0.90624,68.2249,10.3096,31.329
2001-10-10,0.91319,68.7514,10.3298,31.568
2001-10-09,0.91793,69.0175,10.3267,31.760
2001-10-08,0.91968,69.1905,10.3548,31.841
2001-10-05,0.91650,69.2205,10.3172,31.690
2001-10-04,0.91142,68.8194,10.3079,31.501
2001-10-03,0.92041,69.4988,10.3315,31.827
2001-10-02,0.91858,69.3628,10.3339,31.762
2001-10-01,0.91224,69.0234,10.3188,31.514
2001-09-28,0.91463,68.9240,10.3319,31.589
2001-09-27,0.92043,69.2070,10.3527,31.782
2001-09-26,0.92185,69.2480,10.3398,31.853
2001-09-25,0.91747,69.1271,10.3175,31.739
2001-09-24,0.91639,69.2578,10.3379,31.702
2001-09-21,0.91977,69.1056,10.3500,31.792
2001-09-20,0.92515,69.2274,10.3464,31.995
2001-09-19,0.92548,69.3269,10.3532,31.993
2001-09-18,0.92560,69.4937,10.3499,31.806
2001-09-17,0.92616,69.7863,10.3515,32.060
2001-09-14,0.92149,69.6484,10.3354,31.886
2001-09-13,0.90573,68.7456,10.2894,31.301
2001-09-12,0.90653,70.3948,10.2929,31.356
2001-09-11,0.89613,70.0699,10.2651,31.100
2001-09-10,0.90470,68.7468,10.2882,31.355
2001-09-07,0.89445,70.0147,10.2600,31.015
2001-09-06,0.88519,68.0717,10.2506,30.665
2001-09-05,0.88879,68.4925,10.2475,30.721
2001-09-04,0.89660,68.5353,10.2817,31.023
2001-09-03,0.90549,68.7577,10.2941,31.343
2001-08-31,0.91569,68.9966,10.3210,31.626
2001-08-30,0.90950,70.5480,10.3135,31.447
2001-08-29,0.91202,70.5516,10.3081,31.550
2001-08-28,0.90400,68.6876,10.2945,31.294
2001-08-27,0.90811,68.7101,10.3167,31.441
2001-08-24,0.91048,69.1526,10.3103,31.541
2001-08-23,0.91086,69.2172,10.2997,31.561
2001-08-22,0.92077,69.0865,10.3277,31.897
2001-08-21,0.91134,68.9294,10.3083,31.583
2001-08-20,0.91344,69.3527,10.3160,31.662
2001-08-17,0.91348,68.9305,10.2994,31.599
2001-08-16,0.91417,69.8229,10.2992,31.578
2001-08-15,0.91204,69.6700,10.2950,31.506
2001-08-14,0.89642,68.8939,10.2837,31.020
2001-08-13,0.89807,68.6490,10.2857,31.097
2001-08-10,0.89316,68.4128,10.2538,30.929
2001-08-09,0.88501,68.2252,10.2564,30.694
2001-08-08,0.87582,67.9782,10.2085,30.351
2001-08-07,0.87637,68.0220,10.2080,30.405
2001-08-06,0.87930,68.0285,10.2270,30.502
2001-08-03,0.88026,68.0337,10.2195,30.517
2001-08-02,0.87823,68.2235,10.2211,30.468
2001-08-01,0.88158,68.4945,10.2486,30.630
2001-07-31,0.87517,68.3120,10.2088,30.415
2001-07-30,0.87357,68.3869,10.2085,30.394
2001-07-27,0.87625,68.6736,10.2255,30.471
2001-07-26,0.87568,68.3637,10.2053,30.466
2001-07-25,0.87893,68.7329,10.2191,30.646
2001-07-24,0.87043,68.1564,10.2140,30.360
2001-07-23,0.86645,67.6750,10.1904,30.267
2001-07-20,0.87721,68.1051,10.2098,30.650
2001-07-19,0.87156,67.6423,10.1921,30.548
2001-07-18,0.86274,68.2227,10.1707,30.231
2001-07-17,0.85126,67.6418,10.1422,29.843
2001-07-16,0.85723,68.0299,10.1576,30.059
2001-07-13,0.85339,67.7306,10.1559,29.869
2001-07-12,0.85348,67.7301,10.1417,29.872
2001-07-11,0.86091,68.1497,10.1539,30.281
2001-07-10,0.85407,67.7906,10.1594,29.631
2001-07-09,0.84548,67.2158,10.1198,29.227
2001-07-06,0.83821,66.9886,10.0934,28.946
2001-07-05,0.84206,67.3785,10.0971,28.989
2001-07-04,0.84496,67.1580,10.1310,29.092
2001-07-03,0.84951,67.4486,10.1311,29.227
2001-07-02,0.84515,67.1252,10.1005,29.134
2001-06-29,0.84789,67.2205,10.1251,29.207
2001-06-28,0.85097,66.9145,10.1317,29.354
2001-06-27,0.86208,67.7310,10.1824,29.719
2001-06-26,0.86098,67.5189,10.1615,29.652
2001-06-25,0.86025,67.6682,10.1705,29.659
2001-06-22,0.85264,67.6518,10.1266,29.370
2001-06-21,0.85504,67.6148,10.1376,29.477
2001-06-20,0.85116,67.4986,10.1397,29.284
2001-06-19,0.85585,67.6720,10.1398,29.458
2001-06-18,0.85765,68.1178,10.1317,29.504
2001-06-15,0.86610,67.9482,10.1853,29.828
2001-06-14,0.84911,67.3763,10.0982,29.224
2001-06-13,0.85411,67.6742,10.1218,29.382
2001-06-12,0.84732,67.9500,10.1111,28.869
2001-06-11,0.84908,67.5348,10.1178,28.930
2001-06-08,0.84800,67.4510,10.1353,28.882
2001-06-07,0.84649,67.4444,10.0955,28.848
2001-06-06,0.85415,68.1424,10.1329,29.115
